score_maths,score_prog,score_stats,score_design,score_electronique,score_gestion,score_physique,score_sciences_vie,score_langues,score_droit_eco,note_moyenne,pref_environnement,pref_professionnelle,comp_python,comp_web,comp_data,comp_hardware,comp_design,comp_gestion,comp_labo,interet_ia,interet_jeux,interet_finance,interet_multimedia,interet_reseaux,interet_recherche,interet_industrie,interet_construction,interet_agro,interet_tourisme,interet_droit,parcours_recommande,source_id,anonymized_id,population
5.399771038490132,3.9101004047024874,4.455407058079341,7.275684049457896,3.1215684661839163,4.206716370343284,3.5090977649462265,2.5231929084008677,7.680439100257597,3.5080814409219467,11.3470357925578,startup,droit_affaires,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,IMTICIA,synthetic_corpus_v2,syn_f523e1b7b2e7,synthetic
6.949696346509206,4.017265391119581,7.275265193790951,3.0709119996300207,1.2307809008149238,10.0,1.2394960679817435,3.013163462655694,5.615711109238281,10.0,12.144776194164239,bureau,finance_compta,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,FIC,synthetic_corpus_v2,syn_171c95e35b34,synthetic
7.942411789037748,2.2325060088017654,5.38203107188968,2.3345413732693165,4.089912494279472,5.747104331560872,5.575212269125271,7.21658363732082,4.226453156093461,2.655008074910581,15.147215670891125,labo,chimie_procedes,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,ICMP,synthetic_corpus_v2,syn_f1dfd2ba573d,synthetic
6.44979871850179,0.9916195895567812,5.272978004582379,2.1191118382277665,2.882173680155897,4.727038846871196,5.1014499925370576,8.641724158007753,0.8123636750144403,3.7146700540462168,13.463229428448894,terrain,agriculture_elevage,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,AEE,synthetic_corpus_v2,syn_6e564c998900,synthetic
8.855075775734377,3.7880858151704966,6.648755002694216,3.9085420424093336,3.0424432102780194,7.568405985599231,2.8963687746130553,3.916632714894363,8.268550791929343,9.39112595108235,13.56620834499839,bureau,finance_compta,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,IGGLIA,synthetic_corpus_v2,syn_b6fabfe63518,synthetic
6.621845926599519,4.924265812650874,7.0866522787589545,3.8758838328496608,1.5607178090111578,1.2276004375703073,2.7473058704926414,2.433768422734297,3.773460614553642,6.323429615171021,13.079686161066276,bureau,data_science,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,ISAIA,synthetic_corpus_v2,syn_81d2341ce9f0,synthetic
5.681820366097575,2.8305671331613405,6.0850920032038465,3.4584690893549994,3.458695513109226,3.8725247097766893,3.1855275729407557,10.0,4.621081842176482,2.752124979864638,11.567908259679323,terrain,agriculture_elevage,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,AEE,synthetic_corpus_v2,syn_d809f08afa0c,synthetic
7.331309027030468,1.9405613825428794,4.299771945450751,4.963710254809998,4.042298325280695,5.070388832930773,5.344856851572261,8.685750693428606,1.205263362027146,2.412231260631942,12.923730074336078,atelier,agroalimentaire,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,IAA,synthetic_corpus_v2,syn_261ca74df5de,synthetic
8.53967688042912,5.800387951828556,5.106321019119325,1.284602113963838,9.641937747456165,3.769378910225571,8.701846968533507,4.025261592814046,2.8156242930447135,2.3444107697848,13.268757661901311,terrain,industrie_automatisme,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,CAA,synthetic_corpus_v2,syn_591312896212,synthetic
6.4292382098264405,2.267414321856795,9.379664311605255,3.384543820486161,4.369519163412443,3.94313849514627,4.420254997430232,4.015408155633435,3.9630436341522217,3.9886973157227215,14.037894246647586,labo,data_science,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,EMP,synthetic_corpus_v2,syn_9b21b75e283e,synthetic
5.694997456286259,2.526079938569471,5.062622495091533,2.119022704062397,0.0,6.778413531478782,3.9405044798922404,2.9843056843373232,6.224961206607033,7.296665732465063,11.195872561432914,labo,finance_compta,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,FIC,synthetic_corpus_v2,syn_e20e8bcd1ea4,synthetic
5.377844888724028,5.061187528981986,3.750652236861451,2.4668286573651796,9.624362794707041,4.694077837620207,8.127594393896795,1.1812905212913491,3.350422773477222,3.326401328259826,12.05752002191738,bureau,electronique_embarque,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,ESIIA,synthetic_corpus_v2,syn_d16f351f6934,synthetic
8.436180050915349,6.622772400570632,2.9251146239092987,2.938388569986037,8.837447747107486,5.167350833722889,7.095028316248061,3.4935259209366487,4.224570384124259,1.4219344691549047,10.87724983977623,atelier,electronique_embarque,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,ESIIA,synthetic_corpus_v2,syn_44791640a0b8,synthetic
6.596099149547703,5.949987850116381,6.2306686198924375,2.9150930006211038,2.703980670002648,8.251891667749204,3.8054649506152693,1.914269469593678,3.720473240878003,5.151003266265,12.885801671231448,remote,gestion_projet_si,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,IGGLIA,synthetic_corpus_v2,syn_38248f2236e1,synthetic
6.936817307910933,3.0596887985335184,3.9287213489143897,2.6904574881107233,2.640616931050062,4.6640081049934645,5.514179514387001,8.78157542524571,2.5912203620766983,1.518168805712771,13.637026679808631,atelier,agroalimentaire,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,IAA,synthetic_corpus_v2,syn_c6c245c5097c,synthetic
5.234507158111714,4.355657078245439,6.0746046854800655,1.0183178010924765,0.6510313782027672,8.006637366355125,1.510840950138876,2.9512882380349597,3.8301149339951794,5.947482947660966,15.558581151215364,remote,finance_compta,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,FIC,synthetic_corpus_v2,syn_5c9e137d695a,synthetic
6.667194149447598,4.98661986160815,7.0468541026774725,3.4985025963521874,2.0839503072936494,9.017421951560149,1.6773620645763385,1.3191417723769776,5.233708571547574,8.619652451588909,13.168771821674506,chantier,pharmacie,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,FIC,synthetic_corpus_v2,syn_28c36e805c18,synthetic
7.9757916905806,3.7025834786952982,5.96397706834912,2.760175125478651,2.1506425641975397,6.284783478682138,5.205488989520686,6.792845621500301,4.106316451889282,3.4005235718221356,12.234313199457281,startup,agroalimentaire,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,IAA,synthetic_corpus_v2,syn_ba52a5d941bd,synthetic
8.625160558606748,4.2937740735745775,3.9492455210039124,1.7232664910952211,4.593917565427958,3.751054733924472,4.459308025455368,7.436111041633106,2.223744806650229,5.439538104276471,13.26518145664473,atelier,industrie_automatisme,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,ICMP,synthetic_corpus_v2,syn_35db10d925a6,synthetic
6.113678795409246,3.3931207011253544,5.684241084694509,5.6951294807634785,3.12435985029721,8.585553536196924,1.0938899777400666,1.7799936703466566,6.736442617699102,8.302814997609737,11.782500857750907,bureau,commerce_gestion,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,CAA,synthetic_corpus_v2,syn_2c77e3e70326,synthetic
8.041451320078135,4.59625202653736,4.350108965846867,5.453787898171976,7.748703443713129,3.7135795323238265,6.440902879979909,2.9030148074629887,3.116482131829366,2.77726687823154,14.273299804052606,labo,electronique_embarque,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,ESIIA,synthetic_corpus_v2,syn_70be57660661,synthetic
7.830017093456046,7.7568192104521625,6.208373313466359,3.20661192566363,1.2849453504478112,7.64797128533095,2.934951344341087,1.971893187295442,6.87041174141463,3.168971620720794,14.074306703057207,remote,developpement_logiciel,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,IGGLIA,synthetic_corpus_v2,syn_02afbddc532a,synthetic
7.590316241627571,3.2872704062192004,6.968284054311163,4.2870400376522335,2.9108445739820428,9.595847898102118,0.1821566723519603,2.804077500665441,6.833626226876648,6.668096971974779,12.517656538035041,remote,finance_compta,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,FIC,synthetic_corpus_v2,syn_274963320298,synthetic
8.689723311981016,2.507640987743671,4.494205953268068,7.5416797986214075,0.6767986450990442,4.930916285113515,7.484850355342954,2.8394041706939595,3.8980457323537165,4.165149526248754,15.885440830634078,bureau,genie_civil_archi,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,GCA,synthetic_corpus_v2,syn_1b5bebb5b0cf,synthetic
3.5573616480637718,2.005735015879677,5.344772723091191,4.744905784768908,2.5249381218338396,9.910822483877219,0.3842972869192849,3.9260038460307243,6.62548561594445,8.877793171765841,10.514861859855193,bureau,commerce_gestion,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,CAA,synthetic_corpus_v2,syn_8f494417d7b4,synthetic
6.378410421343894,1.6961579685188497,6.222573491848091,1.8737465432289204,2.1904221381812112,4.792874969123204,4.908561273536235,8.887837116230449,5.080441672330216,3.49307894458066,11.005163466339129,terrain,agroalimentaire,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,IAA,synthetic_corpus_v2,syn_53bdd5da5a34,synthetic
5.643426315323829,2.4260674343901663,6.068406268980162,3.0362325527397096,2.323022946593189,7.226569372797495,1.4420467810284388,3.262491161221948,7.564028090487316,6.817212597239983,14.00592146575963,bureau,commerce_gestion,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,EMP,synthetic_corpus_v2,syn_2154541331a3,synthetic
6.01085751350189,3.482838418103787,5.014833358286311,2.1507124041983268,1.256055603328579,8.01123199321782,2.01604562449525,2.5899774615878037,8.710649646845223,8.97451545522152,11.018723330226958,startup,commerce_gestion,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,CAA,synthetic_corpus_v2,syn_bede6f589c36,synthetic
5.904991766582607,1.793872333385547,5.862345950469264,3.810374525503791,2.672633930327413,7.74058785417746,2.2924802645920854,2.6969768320917096,7.29553370979263,8.592467257352297,11.631207523212652,startup,commerce_gestion,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,CAA,synthetic_corpus_v2,syn_fc3d7e3046c5,synthetic
9.43976384232694,5.775120934915219,7.308960631003373,3.578926010225194,3.2044065249681455,6.1216184754755965,4.471769083776909,3.553375669631803,4.88435002080867,4.274132974449683,12.925671327333102,labo,recherche_appliquee,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,ISAIA,synthetic_corpus_v2,syn_a6557e5623a2,synthetic
4.367973478685224,9.308827842779436,7.801797273554523,1.6049108966562482,5.323265210774615,4.173653243248886,4.625598734064096,2.489621648785312,1.6800345417064606,5.535365392687744,15.226259623728088,startup,gestion_projet_si,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,IGGLIA,synthetic_corpus_v2,syn_2a897e47cb8d,synthetic
6.223889300224514,4.127455600301125,4.333728866995754,2.963376281190629,4.033906445812055,4.135278388175828,6.606228601424007,6.890254809101176,2.025038593493184,3.9594741141940304,13.347320237917481,labo,chimie_procedes,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,ICMP,synthetic_corpus_v2,syn_ce47428fe3aa,synthetic
5.200082203560031,5.543650816062553,5.540618176934415,4.741714217506983,3.459414850638174,8.58438637713352,1.1899519352017838,2.210356654358361,5.990506811850328,2.9449006231321073,14.05456136383847,bureau,developpement_logiciel,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,IMTICIA,synthetic_corpus_v2,syn_e4a20520198b,synthetic
7.3442157939929364,5.965764307969815,4.88961798387462,4.340526973747237,8.87819435829642,3.4531378700474487,8.786291332060566,1.982602142733794,3.77410355397572,3.386149642858194,8.0,atelier,multimedia_ux,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,EMII,synthetic_corpus_v2,syn_1cce1cb8fd7d,synthetic
5.5337798922690435,1.9689682413534013,5.849919402845572,1.8080074479303763,2.9704364776690277,7.727190789071997,4.746426818701749,7.5692686248860745,4.992442443205845,2.935989537181583,10.40882623436988,labo,agriculture_elevage,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,AEE,synthetic_corpus_v2,syn_e975dc2c9423,synthetic
4.353545724141119,5.16869476347291,4.750370287784408,8.742781816670027,2.026444398255901,5.290084141595392,0.6256011997327722,3.6116520973998956,5.0751848883934,3.4584123783044247,10.35995986805333,bureau,multimedia_ux,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,IMTICIA,synthetic_corpus_v2,syn_5f0ff732d5f4,synthetic
6.712676174321734,10.0,5.713025470620462,4.026976355384484,1.9647318944942045,8.832675288351322,2.8974498452714252,1.7235428327095277,6.0374766765150865,6.389867202555148,15.198077050816018,startup,gestion_projet_si,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,EMP,synthetic_corpus_v2,syn_6ebb4a9d011e,synthetic
10.0,7.949397415148107,8.744037429634853,4.189225139935083,2.8157396133959542,5.633622415633427,4.376758182999057,3.0699172647017847,4.665304430732555,5.0423067400723784,13.558771347731653,labo,data_science,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,ISAIA,synthetic_corpus_v2,syn_f2ab38a360ce,synthetic
9.334452577432778,3.8302047436875126,9.012122706661005,3.2518734037377275,3.155738786954212,3.9059764684061156,4.936649331395801,1.2619705944355428,5.9899647154784885,4.008899632067781,11.895963983895365,bureau,recherche_appliquee,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,ISAIA,synthetic_corpus_v2,syn_479a18de53f0,synthetic
7.291621073617832,3.123269054302578,5.840577553513075,1.236170980671438,2.2686712484816693,9.93612915227043,2.743799772089246,0.8406860726886087,6.270140072446083,8.435988445303927,14.796065439111345,remote,finance_compta,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,FIC,synthetic_corpus_v2,syn_febc5abf193b,synthetic
7.443322189687951,4.727931766920793,5.467768064646227,3.637983068642985,1.2370369321428432,8.13648904731323,3.1525686975014873,1.5313074334487005,7.908908581660457,10.0,12.407175147308907,remote,commerce_gestion,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,CAA,synthetic_corpus_v2,syn_7af365f44178,synthetic
